smiles_r,inchikey,VDss,fup,LogP_pred,LogD_pred,MW,TPSA_NO,HBA,HBD,RotBondCount,LogD_exp,CL_exp,LogD
C[C@]12CC[C@@H]3c4ccc([O-])cc4C[C@H](CCCCCCCCC[S+](O)CCCC(F)(F)C(F)(F)F)C3[C@@H]1CC[C@@H]2O,SHDRLYFPFHJQCU-IRRIJOERSA-N,4.15,0.01,9.0,9.0,606.77,57.5,3.0,2.0,16.0,,,9.0
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,SEDRVEWTPRTLOZ-DYKIIFRCSA-N,0.35,0.057,3.3,3.3,288.42,37.3,2.0,1.0,0.0,,,3.3
C[C@]12C[C@]3(O)O[C@@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]3C[C@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,YKRGDOXKVOZESV-JINDGFQISA-N,0.22,0.77,-1.2,-1.2,480.46,164.4,11.0,5.0,7.0,,,-1.2
C[N+](C)(C)C[C@H](O)CC(=O)[O-],PHIQHXFUZVPYII-ZCFIWIBFSA-N,0.4,1.0,-4.6,-4.0,161.2,60.4,4.0,1.0,4.0,,,-4.0
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,LERNTVKEWCAPOY-FPISHFTHSA-N,32.0,0.28,-2.3,-2.3,392.51,59.1,5.0,1.0,5.0,,,-2.3
C[N+]1(CC2CC2)CC[C@]23c4c5ccc([O-])c4OC2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-BKDZPPKTSA-N,2.6,0.87,-2.7,-1.4,356.44,66.8,5.0,2.0,2.0,,,-1.4
C[NH+](C)C(=O)CCS[C@H](SCCC(=O)[O-])c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,AXUZQJFHDNNPFG-LHAVAQOQSA-N,0.11,0.0004,5.1,1.6,515.09,70.5,5.0,1.0,11.0,,,1.6
C[NH+](C)C/C=C(\c1ccc(Br)cc1)c1cccnc1,OYPPVKRFBIWMSX-CXUHLZMHSA-O,6.8,0.086,3.6,2.3,317.22,16.1,2.0,0.0,4.0,,,2.3
C[NH+](C)CC/C=C1\c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-GZTJUZNOSA-O,12.0,0.2,4.2,2.8,279.38,12.5,2.0,0.0,3.0,,,2.8
C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-O,3.3,0.7,3.3,1.4,274.79,16.1,2.0,0.0,5.0,,,1.4
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-O,8.7,0.07,4.6,3.3,277.4,3.2,1.0,0.0,3.0,,,3.3
C[NH+](C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-O,12.0,0.2,4.1,2.0,324.39,36.3,3.0,0.0,6.0,,,2.0
C[NH+](C)CCCN1c2ccccc2CCc2cc([O-])ccc21,ROTCPJFWLNDKHU-UHFFFAOYSA-N,6.6,0.36,3.9,2.2,296.41,26.7,3.0,1.0,4.0,,,2.2
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-O,13.0,0.029,5.1,3.4,314.85,6.5,2.0,0.0,4.0,,,3.4
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-O,12.0,0.075,4.3,2.7,280.41,6.5,2.0,0.0,4.0,,,2.7
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-O,10.0,0.056,5.2,3.6,318.86,6.5,2.0,0.0,4.0,,,3.6
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-O,8.1,0.11,4.4,2.8,284.42,6.5,2.0,0.0,4.0,,,2.8
C[NH+](C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,YXBQLONCIPUQKO-UJPOAAIJSA-O,1.04,0.97,-0.32,-2.4,305.37,80.6,7.0,2.0,7.0,,,-2.4
C[NH+](C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CNBGNNVCVSKAQZ-UHFFFAOYSA-O,1.53,0.8,4.2,0.76,309.41,30.3,4.0,0.0,7.0,,,0.76
C[NH+](C)CCNC(=O)c1cccc2cc3ccccc3nc12,XBGNERSKEKDZDS-UHFFFAOYSA-O,3.41,0.03,2.8,1.5,293.36,45.2,4.0,1.0,4.0,,,1.5
C[NH+](C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-O,6.5,0.19,3.5,2.3,255.35,12.5,2.0,0.0,6.0,,,2.3
C[NH+](C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,QOBGWWQAMAPULA-RLLQIKCJSA-O,7.7,0.05,4.0,2.6,301.47,12.5,2.0,0.0,5.0,,,2.6
C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)[NH+]3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-P,2.2,0.6,1.8,0.63,335.46,56.4,5.0,1.0,6.0,,,0.63
C[NH+](C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-O,1.8,0.75,1.5,0.24,287.36,57.4,5.0,2.0,5.0,,,0.24
C[NH+](C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,ULFRLSNUDGIQQP-UHFFFAOYSA-O,1.9,0.86,1.6,0.41,269.34,49.7,5.0,1.0,5.0,,,0.41
C[NH+](C)CCn1nnnc1SCC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)Cc3csc(N)n3)[C@H]2SC1,QYQDKDWGWDOFFU-WPZCJLIBSA-O,0.26,0.5,-1.2,-4.3,525.63,172.5,13.0,3.0,10.0,,,-4.3
C[NH+](C)C[C@H](c1ccc([O-])cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-OAHLLOKOSA-N,3.5,0.7,2.9,0.95,263.38,43.7,3.0,2.0,4.0,,,0.95
C[NH+](C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,GJSLOMWRLALDCT-UHFFFAOYSA-O,0.98,0.31,1.3,1.3,351.83,46.3,5.0,0.0,3.0,,,1.3
C[NH+](C)N=Nc1nc[n-]c1C(N)=O,NSMKJXYHSAZSJE-UHFFFAOYSA-N,1.2,1.0,-0.12,-0.12,182.18,99.7,7.0,2.0,3.0,,,-0.12
C[NH+](C)[C@@H]1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,HMEYVGGHISAPJR-IAHYZSEUSA-M,0.54,0.5,0.097,-4.1,527.57,170.9,11.0,6.0,4.0,,,-4.1
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])c(NC(=O)C[NH+]5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,HLFSMUUOKPBTSM-ISIOAQNYSA-M,2.3,0.18,0.3,-3.9,558.56,193.7,12.0,6.0,5.0,,,-3.9
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,FMTDIUIBLCQGJB-SEYHBJAFSA-L,1.3,0.59,-0.19,-2.9,464.85,181.6,10.0,6.0,2.0,,,-2.9
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CYDMQBQPVICBEU-XRNKAMNCSA-L,0.9,0.52,-0.2,-3.1,478.88,181.6,10.0,6.0,2.0,,,-3.1
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,OFVLGDICTFRJMM-WESIUVDSSA-L,1.2,0.78,-0.87,-3.4,444.43,181.6,10.0,6.0,2.0,,,-3.4
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,IWVCMVBTMGNXQD-PXOLEDIWSA-L,1.7,0.9,-1.9,-4.3,460.43,201.8,11.0,7.0,2.0,,,-4.3
C[NH+](CC(O)=NO)C(=O)C1CCCCC1C(=O)[O-],QKIVRALZQSUWHH-UHFFFAOYSA-N,1.0,1.0,-1.0,-3.5,258.27,106.9,7.0,3.0,4.0,,,-3.5
C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,IXTMWRCNAAVVAI-UHFFFAOYSA-O,3.3,0.36,1.9,1.2,441.56,104.8,8.0,2.0,11.0,,,1.2
C[NH+](c1nc2ccccc2s1)C1CC[NH+](C[C@@H](O)COc2ccc(F)cc2)CC1,IGMKTIJBFUMVIN-GOSISDBHSA-P,5.5,0.014,4.7,4.2,415.52,48.8,5.0,1.0,8.0,,,4.2
C[NH+](c1nc2ccccc2s1)C1CC[NH+](C[C@H](O)COc2ccc(F)c(F)c2)CC1,OZFSWVOEXHGDES-INIZCTEOSA-P,2.6,0.003,4.9,4.4,433.51,48.8,5.0,1.0,8.0,,,4.4
C[NH+]1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,OTGJPAOGHQFBMI-UHFFFAOYSA-O,0.19,0.0085,2.5,-0.92,337.37,99.6,7.0,2.0,2.0,,,-0.92
C[NH+]1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,XCGSFFUVFURLIX-QOEFELPASA-Q,3.6,0.02,3.6,3.5,581.66,118.2,10.0,3.0,4.0,,,3.5
C[NH+]1CC(C(=O)N[C@]2(C)O[C@]3(O)[C@@H]4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,LUZRJRNZXALNLM-HZCJOHIGSA-Q,0.33,0.07,3.8,3.3,583.68,118.2,10.0,3.0,4.0,,,3.3
C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,MBUVEWMHONZEQD-UHFFFAOYSA-O,15.0,0.17,3.8,2.4,381.9,35.9,4.0,0.0,3.0,,,2.4
C[NH+]1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,PWVXXGRKLHYWKM-LJQANCHMSA-O,1.6,0.15,3.7,2.2,382.52,53.2,4.0,1.0,6.0,,,2.2
C[NH+]1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-O,2.6,0.95,1.1,-0.46,162.23,16.1,2.0,0.0,1.0,,,-0.46
C[NH+]1CCN(C2=[NH+]c3cc(Cl)ccc3Nc3ccccc32)CC1,QZUDBNBUXVUHMW-UHFFFAOYSA-P,1.6,0.055,4.5,4.1,326.82,30.9,4.0,1.0,1.0,,,4.1
C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(CCF)c3c2F)CC1,XBJBPGROQZJDOJ-UHFFFAOYSA-N,1.6,0.73,2.0,-0.27,369.34,64.1,6.0,1.0,4.0,,,-0.27
C[NH+]1CC[C@H](c2c([O-])cc([O-])c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,BIIVYFLTOXDAOV-YVEFUNNKSA-M,1.5,0.06,3.6,2.4,401.84,90.2,6.0,3.0,2.0,,,2.4
C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc([O-])cc13,JAQUASYNZVUNQP-USXIJHARSA-N,11.5,0.6,3.0,0.98,257.37,23.5,2.0,1.0,0.0,,,0.98
C[NH+]1CC[C@]23c4c5ccc([O-])c4OC2C(=O)CC[C@H]3[C@H]1C5,WVLOADHCBXTIJK-ZNFCEQIWSA-N,4.3,0.86,1.5,0.47,285.34,49.8,4.0,1.0,0.0,,,0.47
C[NH+]1CC[C@]23c4c5ccc([O-])c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,BQJCRHHNABKAKU-KBQPJGBKSA-N,2.3,0.65,1.1,0.093,285.34,52.9,4.0,2.0,0.0,,,0.093
C[NH+]1CC[C@]23c4c5ccc([O-])c4O[C@H]2[C@@H](O[C@@H]2OC(C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,GNJCUHZOSOYIEC-XWHMVRNHSA-M,0.12,0.67,-0.47,-2.4,461.46,149.1,10.0,5.0,3.0,,,-2.4
C[NH+]1CC[NH+](C(=O)OC2c3nccnc3C(=O)[NH+]2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-UHFFFAOYSA-Q,1.3,0.2,0.77,0.045,388.81,91.8,9.0,0.0,3.0,,,0.045
C[NH+]1CC[NH+](CCCC[NH+]2C(=O)C[NH+](/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,MREBEPTUUMTTIA-PCLIKHOPSA-R,13.0,0.06,3.5,2.2,457.95,72.9,8.0,0.0,8.0,,,2.2
C[NH+]1CC[NH+]2c3ccccc3Cc3ccccc3[C@H]2C1,UEQUQVLFIPOEMF-GOSISDBHSA-P,13.75,0.05,3.1,2.3,264.36,6.5,2.0,0.0,0.0,,,2.3
C[NH+]1CC[NH+]2c3ncccc3Cc3ccccc3C2C1,RONZAEMNMFQXRA-UHFFFAOYSA-P,4.2,0.15,2.3,1.1,265.35,19.4,3.0,0.0,0.0,,,1.1
C[NH+]1CCc2cccc3c2[C@H]1Cc1ccc([O-])c([O-])c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-M,1.6,0.05,3.0,2.1,267.32,43.7,3.0,2.0,0.0,,,2.1
C[NH+]1CCc2nc(C(=O)N[C@@H]3CC(C(=O)[NH+](C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,HGVDHZBSSITLCT-BOBJKBKNSA-P,1.53,0.5,1.5,1.3,548.06,136.6,11.0,3.0,6.0,,,1.3
C[NH+]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,VSWBSWWIRNCQIJ-HUUCEWRRSA-O,23.0,0.05,4.7,3.1,285.77,12.5,2.0,0.0,0.0,,,3.1
C[NH+]1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-O,6.0,0.4,2.3,0.87,238.33,29.3,2.0,1.0,1.0,,,0.87
C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-SPUOUPEWSA-O,3.3,0.61,2.2,0.6,289.37,49.8,4.0,1.0,5.0,,,0.6
C[NH2+]/C(=C\[N+](=O)[O-])[NH2+]CCSCc1ccc(C[NH+](C)C)o1,VMXUWOKSQNHOCA-UKTHLTGXSA-Q,1.2,0.95,0.33,-0.71,314.4,86.6,7.0,2.0,10.0,,,-0.71
C[NH2+]/C(=C\[N+](=O)[O-])[NH2+]CCSCc1csc(C[NH+](C)C)n1,SGXXNSQHWDMGGP-IZZDOVSWSA-Q,1.0,0.65,-0.17,-0.24,331.46,86.0,7.0,2.0,10.0,,,-0.24
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-O,2.9,0.47,2.6,2.2,237.73,29.1,2.0,1.0,2.0,,,2.2
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-O,22.0,0.12,4.1,1.9,263.38,12.0,1.0,1.0,3.0,,,1.9
C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,QSLMDECMDJKHMQ-UHFFFAOYSA-O,45.0,0.11,4.1,1.7,277.4,12.0,1.0,1.0,4.0,,,1.7
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-O,15.0,0.16,3.8,1.4,266.38,15.3,2.0,1.0,4.0,,,1.4
C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-O,0.85,0.02,3.6,1.5,255.35,21.3,2.0,1.0,6.0,,,1.5
C[NH2+][C@@H](C)Cc1ccccc1,MYWUZJCMWCOHBA-VIFPVBQESA-O,4.3,0.85,2.1,-0.2,149.23,12.0,1.0,1.0,3.0,,,-0.2
C[NH2+][C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,XPSQPHWEGNHMSK-SECBINFHSA-O,3.6,0.85,1.3,-0.86,243.3,70.9,4.0,3.0,2.0,,,-0.86
C[NH2+][C@@H]1C[C@H]2OC(C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,PBCZSGKMGDDXIJ-YVCRIDDQSA-O,0.15,0.0022,2.5,-0.29,482.53,89.7,8.0,3.0,2.0,,,-0.29
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C[NH2+]CCO)=CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2NC(=O)C(O)CC[NH3+])OC[C@]1(C)O,IYDYFVUFSPQPPV-RZADNGOYSA-S,0.22,0.84,-6.3,-9.0,592.68,269.3,16.0,11.0,13.0,,,-9.0
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C[NH3+])=CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O,URWAJWIAIPFPJE-YFMIWBNJSA-S,0.19,0.15,-4.5,-8.4,447.53,213.7,12.0,8.0,6.0,,,-8.4
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3O)[C@@H]([NH3+])C[C@H]2NC(=O)C(O)C[NH3+])OC[C@]1(C)O,UDIIBEDMEYAVNG-LZSNBCOPSA-R,0.32,0.95,-8.7,-9.0,569.6,297.7,17.0,12.0,9.0,,,-9.0
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)[NH3+])CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O,XUFIWSHGXVLULG-IDLVJFIQSA-S,0.33,1.0,-4.1,-7.1,463.57,213.7,12.0,8.0,6.0,,,-7.1
C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,UCSJYZPVAKXKNQ-HZYVHMACSA-Q,0.34,0.65,-7.8,-9.0,581.57,331.4,19.0,14.0,11.0,,,-9.0
C[n+]1cccc(OC(=O)[NH+](C)C)c1,RVOLLAQWKVFTGE-UHFFFAOYSA-O,1.1,1.0,-3.7,-3.7,181.21,33.4,4.0,0.0,2.0,,,-3.7
C[n+]1ccccc1C=NO,JBKPUQTUERUYQE-UHFFFAOYSA-O,0.8,1.0,-3.2,-3.4,137.16,36.5,3.0,1.0,1.0,,,-3.4
Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1,PZQLJSXMNYUAPE-UHFFFAOYSA-M,0.25,0.035,-0.055,-0.57,211.22,65.8,4.0,1.0,2.0,,,-0.57
Cc1[n-]cnc1C[NH+]1CCc2c(c3ccccc3n2C)C1=O,QPIMGCPPYUUAAD-UHFFFAOYSA-O,1.1,0.18,1.4,1.4,294.35,53.9,5.0,1.0,2.0,,,1.4
Cc1c(-c2ccc([O-])cc2)n(Cc2ccc(OCC[NH+]3CCCCCC3)cc2)c2ccc([O-])cc12,UCJGJABZCDBEDK-UHFFFAOYSA-M,15.4,0.02,6.6,5.5,470.6,57.9,5.0,2.0,7.0,,,5.5
Cc1c(C)c2ccc(OCCC[NH+]3CC[NH+](Cc4ccc(Cl)cc4)CC3)cc2oc1=O,USCSJAIWXWYTEH-UHFFFAOYSA-P,1.3,0.05,4.7,3.9,440.96,46.2,5.0,0.0,7.0,,,3.9
Cc1c(Cl)cccc1Nc1ccccc1C(=O)[O-],YEZNLOUZAIOMLT-UHFFFAOYSA-M,0.16,0.003,4.8,2.0,261.7,49.3,3.0,2.0,3.0,,,2.0
Cc1c(OCC(F)(F)F)ccnc1C[S+](O)c1nc2ccccc2[n-]1,VUMWDAKRMSFXHU-UHFFFAOYSA-N,0.28,0.021,2.5,2.4,369.36,67.9,5.0,1.0,5.0,,,2.4
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)[NH+]3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc([O-])cc2)c[n-]1,ZYNWUOXABLBNKD-QPFKGPCDSA-L,0.15,0.03,-0.78,-3.9,612.64,208.7,15.0,5.0,9.0,,,-3.9
Cc1cc(=O)n(-c2ccccc2)[nH]1,KZQYIMCESJLPQH-UHFFFAOYSA-N,0.23,0.89,2.2,2.2,174.2,32.7,3.0,0.0,1.0,,,2.2
Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N,0.77,0.93,0.19,0.19,188.23,23.5,3.0,0.0,1.0,0.11,4.47,0.11
Cc1cc(C)c2c(c1)[C@@H]([NH+](Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2CC1CCC(C(=O)[O-])CC1,IHIUGIVXARLYHP-UXNJHFGPSA-N,1.82,0.001,7.5,5.2,638.65,87.4,8.0,1.0,7.0,,,5.2
Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)no1,SPTMROWPYQRZSX-UHFFFAOYSA-O,0.19,0.035,2.4,-0.77,335.34,113.0,8.0,2.0,2.0,,,-0.77
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,JLKIGFTWXXRPMT-UHFFFAOYSA-N,0.3,0.23,1.1,-0.56,253.28,98.5,6.0,2.0,3.0,-0.56,3.0,-0.56
Cc1cc2c(OCC(O)C[NH2+]C(C)C)cccc2[nH]1,NXWGWUVGUSFQJC-UHFFFAOYSA-O,2.17,0.51,2.1,0.37,262.35,57.3,4.0,3.0,6.0,,,0.37
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)[NH+](C)C)cc1,ZAFYATHCZYHLPB-UHFFFAOYSA-O,0.54,0.08,3.0,3.0,307.39,37.6,4.0,0.0,3.0,,,3.0
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,MNJVRJDLRVPLFE-UHFFFAOYSA-N,1.5,0.081,3.5,3.5,358.84,59.9,4.0,0.0,3.0,,,3.5
Cc1ccc(-n2nccn2)c(C(=O)[NH+]2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,JYTNQNCOQXFQPK-MRXNPFEDSA-O,0.69,0.05,5.9,5.9,450.92,80.6,8.0,0.0,3.0,,,5.9
Cc1ccc(C(=O)c2cc([O-])c([O-])c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-L,0.12,0.0012,3.0,0.84,273.24,103.3,6.0,2.0,3.0,,,0.84
Cc1ccc(C(C[NH3+])CC(=O)[O-])cc1,MSZRPURXKHMSFF-UHFFFAOYSA-N,0.65,0.69,1.1,-1.2,193.24,63.3,3.0,2.0,4.0,,,-1.2
Cc1ccc(NC(=O)c2ccc(C[NH+]3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-P,3.9,0.05,4.4,3.3,493.6,86.3,8.0,2.0,7.0,,,3.3
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CUIHSIWYWATEQL-UHFFFAOYSA-N,0.16,0.01,4.0,4.0,437.52,119.0,9.0,2.0,5.0,3.3,,3.3
Cc1ccc(S(=O)(=O)[N-]C(=O)[N-]N2C[C@H]3CCC[C@@H]3C2)cc1,NOKNYHMNLQMORY-CHWSQXEVSA-M,0.43,0.03,1.7,0.2,323.41,78.5,6.0,2.0,3.0,,,0.2
Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,YQNWZWMKLDQSAC-UHFFFAOYSA-O,35.3,0.02,4.8,3.1,298.45,15.3,2.0,1.0,3.0,,,3.1
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,1.19,0.01,3.3,3.3,444.52,90.1,5.0,4.0,5.0,,,3.3
Cc1ccc([O-])c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,OOGJQPCLVADCPB-HXUWFJFHSA-N,1.5,0.037,5.4,3.6,325.49,23.5,2.0,1.0,7.0,,,3.6
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,JTIGKVIOEQASGT-UHFFFAOYSA-N,0.52,0.02,3.8,3.8,278.35,34.9,3.0,0.0,2.0,,,3.8
Cc1cccc(C)c1NC(=O)C(C)[NH3+],BUJAGSGYPOAWEI-UHFFFAOYSA-O,1.8,0.87,0.65,0.27,192.26,55.1,3.0,2.0,2.0,,,0.27
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,INWLQCZOYSRPNW-UHFFFAOYSA-O,0.95,0.3,2.5,2.0,246.35,32.3,3.0,1.0,2.0,,,2.0
Cc1cccc(C)c1NC(=O)NCCC[NH2+]C(C)C,WHJSFPCTWYLZRC-UHFFFAOYSA-O,1.4,0.86,2.3,0.31,263.38,53.2,4.0,3.0,6.0,,,0.31
Cc1cccc(C)c1OCC(C)[NH3+],VLPIATFUUWWMKC-UHFFFAOYSA-O,5.9,0.36,2.2,0.55,179.26,35.3,2.0,1.0,3.0,,,0.55
Cc1cccc(Cl)c1C(=O)NC(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)[O-],WCGJWHNYKVSSFL-UHFFFAOYSA-M,0.3,0.1,4.6,1.5,506.77,108.4,7.0,3.0,7.0,,,1.5
Cc1cccc(N2CC(CO)OC2=O)c1,MXUNKHLAEDCYJL-UHFFFAOYSA-N,1.5,0.49,1.9,1.9,207.23,49.8,4.0,1.0,2.0,,,1.9
Cc1cccc(Nc2ccncc2S(=O)(=O)[N-]C(=O)[NH2+]C(C)C)c1,XNPQAJPIVCYYJY-UHFFFAOYSA-N,0.21,0.01,2.9,0.095,348.42,100.2,7.0,3.0,5.0,,,0.095
Cc1cccc([C@H](C)c2c[n-]cn2)c1C,WXIAQRKAXQUKIA-NSHDSACASA-N,1.6,0.06,2.8,2.7,200.28,28.7,2.0,1.0,2.0,,,2.7
