Drug_ID,Drug,Y,source,dataset
Isosorbide Dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.9,vdss_lombardo,TDC
Isosorbide-2-Mononitrate,O=[N+]([O-])OC1COC2C(O)COC12,0.86,vdss_lombardo,TDC
Isosorbide-5-Mononitrate,O=[N+]([O-])OC1COC2C(O)COC12,0.7,vdss_lombardo,TDC
Isoxicam,Cc1cc(NC(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)no1,0.19,vdss_lombardo,TDC
Isradipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,1.5,vdss_lombardo,TDC
Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,7.4,vdss_lombardo,TDC
Ivabradine,COc1cc2c(cc1OC)CC(=O)N(CCC[NH+](C)CC1Cc3cc(OC)c(OC)cc31)CC2,1.66,vdss_lombardo,TDC
IVL745,COc1cc(CC(=O)NCC(=O)N(CCC(=O)[O-])Cc2ccc(OC)c(OC)c2)ccc1NC(=O)Nc1ccccc1C,0.25,vdss_lombardo,TDC
Ixabepilone,C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,11.0,vdss_lombardo,TDC
Ixazomib,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,3.61,vdss_lombardo,TDC
Kahalalide F,C/C=C1/NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCC[NH3+])NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CCCC(C)C)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,0.11,vdss_lombardo,TDC
Kanamycin,NC1CC([NH3+])C(OC2OC(C[NH3+])C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.26,vdss_lombardo,TDC
Ketamine,C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,2.9,vdss_lombardo,TDC
Ketanserin,O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[nH]c3ccccc3c2=O)CC1,3.9,vdss_lombardo,TDC
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CC[NH+](C)CC1,0.48,vdss_lombardo,TDC
Ketoprofen,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,0.13,vdss_lombardo,TDC
Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],0.11,vdss_lombardo,TDC
KNI-272,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,0.11,vdss_lombardo,TDC
KRN-5500,CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)NC1C(O)C(O)C(Nc2[nH]cnc3ncnc2-3)OC1C(O)CO,0.17,vdss_lombardo,TDC
KRN8602,CCC1(O)CC(OC2CC(N3CCOCC3)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O,20.9,vdss_lombardo,TDC
KW-2170,[NH3+]CCCNc1ccc2c(C[NH2+]CCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,12.0,vdss_lombardo,TDC
L-692429,CC(C)([NH3+])CC(=O)NC1CCc2ccccc2N(Cc2ccc(-c3ccccc3-c3nnn[n-]3)cc2)C1=O,0.2,vdss_lombardo,TDC
"L-778,123",N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,0.8,vdss_lombardo,TDC
Labetalol,CC(CCc1ccccc1)[NH2+]CC(O)c1ccc(O)c(C(N)=O)c1,4.8,vdss_lombardo,TDC
Lacosamide,COCC(NC(C)=O)C(=O)NCc1ccccc1,0.58,vdss_lombardo,TDC
Lamifiban,NC(=[NH2+])c1ccc(C(=O)NC(Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)[O-])CC2)cc1,0.29,vdss_lombardo,TDC
Lamivudine,Nc1ccn(C2CSC(CO)O2)c(=O)n1,1.3,vdss_lombardo,TDC
Laniquidar,COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,6.03,vdss_lombardo,TDC
Lanreotide,CC(C)C1NC(=O)C(CCCC[NH3+])NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,0.2,vdss_lombardo,TDC
Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,0.28,vdss_lombardo,TDC
Laromustine,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,0.88,vdss_lombardo,TDC
Larotaxel,CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,17.0,vdss_lombardo,TDC
Leflunomide metabolite (A 771726),C/C([O-])=C(/C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.13,vdss_lombardo,TDC
Lenapenem,C[NH2+]CC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,0.22,vdss_lombardo,TDC
Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.9,vdss_lombardo,TDC
Leuprolide,CCNC(=O)C1CCCN1C(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0.38,vdss_lombardo,TDC
Levobupivacaine,CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,0.49,vdss_lombardo,TDC
Levocabastine,CC1C[NH+](C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)[O-])c1ccccc1,1.17,vdss_lombardo,TDC
Levodopa,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],1.7,vdss_lombardo,TDC
Levofloxacin,CC1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,1.2,vdss_lombardo,TDC
Levoleucovorin,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,0.27,vdss_lombardo,TDC
Levomepromazine,COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,12.0,vdss_lombardo,TDC
Levonorgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,1.5,vdss_lombardo,TDC
Levoprotiline,C[NH2+]CC(O)CC12CCC(c3ccccc31)c1ccccc12,18.8,vdss_lombardo,TDC
Levorphanol,C[NH+]1CCC23CCCCC2C1Cc1ccc(O)cc13,11.5,vdss_lombardo,TDC
Levosimendan,CC1CC(=O)NN=C1c1ccc([N-]N=C(C#N)C#N)cc1,0.24,vdss_lombardo,TDC
Libenzapril,[NH3+]CCCCC(NC1CCc2ccccc2N(CC(=O)[O-])C1=O)C(=O)[O-],1.98,vdss_lombardo,TDC
Licarbazepine,NC(=O)N1c2ccccc2CC(O)c2ccccc21,0.72,vdss_lombardo,TDC
Lidocaine,CC[NH+](CC)CC(=O)Nc1c(C)cccc1C,1.8,vdss_lombardo,TDC
Linagliptin,CC#CCn1c(N2CCCC([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,16.0,vdss_lombardo,TDC
Lincomycin,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,1.0,vdss_lombardo,TDC
Linezolid,CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.58,vdss_lombardo,TDC
Lisdexamfetamine,CC(Cc1ccccc1)NC(=O)C([NH3+])CCCC[NH3+],0.6,vdss_lombardo,TDC
Lisinopril,[NH3+]CCCCC(NC(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],0.89,vdss_lombardo,TDC
Lisuride,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.73,vdss_lombardo,TDC
Lomefloxacin,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]C(C)C3)c(F)c21,2.04,vdss_lombardo,TDC
Lomitapide,O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,16.3,vdss_lombardo,TDC
Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1.3,vdss_lombardo,TDC
Lorcainide,CC(C)[NH+]1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,6.6,vdss_lombardo,TDC
Lormetazepam,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1.6,vdss_lombardo,TDC
Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,0.37,vdss_lombardo,TDC
Losmapimod,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,1.67,vdss_lombardo,TDC
Lovastatin (acid),CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21,0.87,vdss_lombardo,TDC
Loxiglumide,CCCCCN(CCCOC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,0.24,vdss_lombardo,TDC
Lubeluzole,CN(c1nc2ccccc2s1)C1CC[NH+](CC(O)COc2ccc(F)c(F)c2)CC1,2.6,vdss_lombardo,TDC
Lurtotecan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CC[NH+](C)CC1)OCCO3,4.77,vdss_lombardo,TDC
LY2090314,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,1.2,vdss_lombardo,TDC
LY2140023,CSCCC([NH3+])C(=O)NC1(C(=O)[O-])CS(=O)(=O)C2C(C(=O)[O-])C21,0.44,vdss_lombardo,TDC
LY404039,[NH3+]C1(C(=O)[O-])CS(=O)(=O)C2C(C(=O)[O-])C21,0.21,vdss_lombardo,TDC
Mannitol,OCC(O)C(O)C(O)C(O)CO,0.24,vdss_lombardo,TDC
Maprotiline,C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,45.0,vdss_lombardo,TDC
Maraviroc,Cc1nnc(C(C)C)n1C1CC2CCC(C1)[NH+]2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,2.3,vdss_lombardo,TDC
Maxipost,COc1ccc(Cl)cc1C1(F)C(=O)[N-]c2cc(C(F)(F)F)ccc21,10.0,vdss_lombardo,TDC
Mazapertine,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,1.54,vdss_lombardo,TDC
MDAM,C=C(CC(NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)[O-])C(=O)[O-],0.7,vdss_lombardo,TDC
Mebendazole,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1.2,vdss_lombardo,TDC
Medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,2.8,vdss_lombardo,TDC
Medroxalol,CC(CCc1ccc2c(c1)OCO2)[NH2+]CC(O)c1ccc(O)c(C(N)=O)c1,7.9,vdss_lombardo,TDC
Melagatran,NC(=[NH2+])c1ccc(CNC(=O)C2CCN2C(=O)C([NH2+]CC(=O)[O-])C2CCCCC2)cc1,0.23,vdss_lombardo,TDC
Melatonin,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.1,vdss_lombardo,TDC
Meloxicam,Cc1cnc([N-]C(=O)C2=C([O-])c3ccccc3S(=O)(=O)N2C)s1,0.15,vdss_lombardo,TDC
Melperone,CC1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1,14.0,vdss_lombardo,TDC
Melphalan,[NH3+]C(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],0.48,vdss_lombardo,TDC
MEN-10755,CC1OC(OC2C(O)CC(OC3CC(O)(C(=O)CO)Cc4c(O)c5c(c(O)c43)C(=O)c3ccccc3C5=O)OC2C)CC([NH3+])C1O,2.4,vdss_lombardo,TDC
Meperidine,CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1,2.3,vdss_lombardo,TDC
Mepivacaine,Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,0.95,vdss_lombardo,TDC
Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,0.7,vdss_lombardo,TDC
Meptazinol,CCC1(c2cccc(O)c2)CCCC[NH+](C)C1,3.3,vdss_lombardo,TDC
"Mercaptopurine, 6-",S=c1[nH]cnc2[nH]cnc12,1.0,vdss_lombardo,TDC
Meropenem,CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3C[NH2+]C(C(=O)N(C)C)C3)C(C)C12,0.3,vdss_lombardo,TDC
Mesna,O=S(=O)([O-])CCS,0.65,vdss_lombardo,TDC
Metadoxine,Cc1ncc(CO)c(CO)c1O,0.66,vdss_lombardo,TDC
Metazosin,COc1cc2nc(N3CCN(C(=O)C(C)OC)CC3)nc(N)c2cc1OC,0.44,vdss_lombardo,TDC
Metformin,CN(C)C(=[NH2+])NC(=N)N,0.64,vdss_lombardo,TDC
Methadone,CCC(=O)C(CC(C)[NH+](C)C)(c1ccccc1)c1ccccc1,4.4,vdss_lombardo,TDC
Methamphetamine,C[NH2+]C(C)Cc1ccccc1,4.3,vdss_lombardo,TDC
Methicillin,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],0.32,vdss_lombardo,TDC
Methimazole,Cn1cc[nH]c1=S,0.86,vdss_lombardo,TDC
Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1.1,vdss_lombardo,TDC
Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,0.43,vdss_lombardo,TDC
Methyldopa,CC([NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],0.69,vdss_lombardo,TDC
Methylergometrine,CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,0.96,vdss_lombardo,TDC
Methylnaltrexone,C[N+]1(CC2CC2)CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.6,vdss_lombardo,TDC
"Methylnortestosterone, 7α-, 19-",CC1CC2=CC(=O)CCC2C2CCC3(C)C(O)CCC3C12,0.8,vdss_lombardo,TDC
Methylphenidate,COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,2.2,vdss_lombardo,TDC
Methylprednisolone,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1.2,vdss_lombardo,TDC
"Methylthiomethylpaclitaxel, 7-",CSCOC1CC2OCC2(OC(C)=O)C2C(OC(=O)c3ccccc3)C3(O)CC(OC(=O)C(O)C(NC(=O)c4ccccc4)c4ccccc4)C(C)=C(C(OC(C)=O)C(=O)C12C)C3(C)C,11.0,vdss_lombardo,TDC
Metoclopramide,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,3.2,vdss_lombardo,TDC
Metocurine,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,0.4,vdss_lombardo,TDC
Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.6,vdss_lombardo,TDC
Metoprolol,COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,3.1,vdss_lombardo,TDC
Metrizoate,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,0.17,vdss_lombardo,TDC
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,0.4,vdss_lombardo,TDC
Mexiletine,Cc1cccc(C)c1OCC(C)[NH3+],5.9,vdss_lombardo,TDC
Mezlocillin,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)[O-],0.09,vdss_lombardo,TDC
Mianserin,C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,13.75,vdss_lombardo,TDC
Mibefradil,COCC(=O)OC1(CC[NH+](C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2C1C(C)C,3.1,vdss_lombardo,TDC
Micafungin,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,0.21,vdss_lombardo,TDC
Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1.1,vdss_lombardo,TDC
Midodrine,COc1ccc(OC)c(C(O)CNC(=O)C[NH3+])c1,0.67,vdss_lombardo,TDC
Mifamurtide,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,5.8,vdss_lombardo,TDC
Mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,0.01,vdss_lombardo,TDC
Miglitol,OCCN1CC(O)C(O)C(O)C1CO,0.28,vdss_lombardo,TDC
Mildronate,C[N+](C)(C)[NH2+]CCC(=O)[O-],0.7,vdss_lombardo,TDC
Milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1C[NH3+],4.51,vdss_lombardo,TDC
Milrinone,Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1,0.25,vdss_lombardo,TDC
Minocycline,CN(C)c1ccc(O)c2c1CC1CC3C([NH+](C)C)C([O-])=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,1.6,vdss_lombardo,TDC
Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0.9,vdss_lombardo,TDC
Mirabegron,Nc1nc(CC(=O)Nc2ccc(CC[NH2+]CC(O)c3ccccc3)cc2)cs1,23.8,vdss_lombardo,TDC
Mirtazapine,C[NH+]1CCN2c3ncccc3Cc3ccccc3C2C1,4.2,vdss_lombardo,TDC
Mitonafide,CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,11.3,vdss_lombardo,TDC
Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,12.0,vdss_lombardo,TDC
Mivacurium (cis/cis),COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C\CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,0.27,vdss_lombardo,TDC
Mizolastine,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.38,vdss_lombardo,TDC
Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.1,vdss_lombardo,TDC
Molsidomine,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,1.4,vdss_lombardo,TDC
Mometasone Furoate,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,2.2,vdss_lombardo,TDC
Montelukast,CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0.15,vdss_lombardo,TDC
Morinidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CN1CCOCC1,0.75,vdss_lombardo,TDC
Morphine,C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.3,vdss_lombardo,TDC
Morphine-6-Glucuronide,C[NH+]1CCC23c4c5ccc(O)c4OC2C(OC2OC(C(=O)[O-])C(O)C(O)C2O)C=CC3C1C5,0.12,vdss_lombardo,TDC
Moxalactam,COC1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)COC21,0.17,vdss_lombardo,TDC
Moxifloxacin,COc1c(N2CC3CCC[NH2+]C3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.4,vdss_lombardo,TDC
Moxonidine,COc1nc(C)nc(Cl)c1NC1=[NH+]CCN1,1.8,vdss_lombardo,TDC
Mycophenolic acid,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,0.77,vdss_lombardo,TDC
Nadolol,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CC(O)C(O)C2,1.9,vdss_lombardo,TDC
Nafarelin,CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)N1CCCC1C(=O)NCC(N)=O,0.14,vdss_lombardo,TDC
Nafcillin,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],0.22,vdss_lombardo,TDC
Nalbuphine,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)[NH+](CC2CCC2)CCC314,4.6,vdss_lombardo,TDC
Nalmefene,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CC[NH+]3CC2CC2)C1O5,8.2,vdss_lombardo,TDC
Naloxone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1.7,vdss_lombardo,TDC
Naltrexone,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,7.6,vdss_lombardo,TDC
Naphtidrofuryl oxalate,CC[NH+](CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,0.98,vdss_lombardo,TDC
Napsagatran,NC(=[NH2+])N1CCCC(CNC(=O)CC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)[O-])C2CC2)C1,0.36,vdss_lombardo,TDC
Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1,2.4,vdss_lombardo,TDC
Nateglinide,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)[O-])CC1,0.15,vdss_lombardo,TDC
NBI-1,CC(c1ccccn1)c1c(CC[NH+](C)[14CH3])sc2ccccc12,1.83,vdss_lombardo,TDC
NBI-2,C[NH+]([14CH3])CCC1=C(Cc2cccnn2)c2ccc(F)cc2C1,1.11,vdss_lombardo,TDC
NBI-3,CC(C1=C(CC[NH+](C)[14CH3])Cc2ccccc21)c1cnccn1,1.86,vdss_lombardo,TDC
NBI-4,CC(c1cccnc1F)c1c(CC[NH+](C)[14CH3])sc2ccccc12,5.73,vdss_lombardo,TDC
Nebivolol,OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,11.0,vdss_lombardo,TDC
Nefazodone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.51,vdss_lombardo,TDC
Nefopam,C[NH+]1CCOC(c2ccccc2)c2ccccc2C1,5.6,vdss_lombardo,TDC
Nelarabine,COc1nc(N)nc2c1ncn2C1OC(CO)C(O)C1O,4.9,vdss_lombardo,TDC
Nemonoxacin,COc1c(N2CC(C)CC([NH3+])C2)ccc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,1.9,vdss_lombardo,TDC
Nemorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,49.0,vdss_lombardo,TDC
Neostigmine,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0.74,vdss_lombardo,TDC
Netilmicin,CCNC1CC(N)C(OC2OC(C[NH3+])=CCC2[NH3+])C(O)C1OC1OCC(C)(O)C([NH2+]C)C1O,0.07,vdss_lombardo,TDC
Nevirapine,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,1.3,vdss_lombardo,TDC
Nicainoprol,CC(C)[NH2+]CC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,0.67,vdss_lombardo,TDC
Nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1.0,vdss_lombardo,TDC
Nicorandil,O=C(NCCO[N+](=O)[O-])c1cccnc1,1.4,vdss_lombardo,TDC
Nicotine,C[NH+]1CCCC1c1cccnc1,2.6,vdss_lombardo,TDC
Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.79,vdss_lombardo,TDC
Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,1.1,vdss_lombardo,TDC
Nintedanib,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CC[NH+](C)CC2)cc1)c1ccccc1,15.0,vdss_lombardo,TDC
Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],5.5,vdss_lombardo,TDC
Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,1.7,vdss_lombardo,TDC
Nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,6.1,vdss_lombardo,TDC
Nitrofurantoin,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1,0.57,vdss_lombardo,TDC
Nizatidine,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.0,vdss_lombardo,TDC
NK 611,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,0.3,vdss_lombardo,TDC
