chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL199538,,,8.4,,,,,,,,,,O=C(CCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL1995703,,,,,,,0.07519999999999993,,,,,,
CHEMBL199646,,,30.0,,,,,,,,,,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2ccccc2)sc2c1CCC(C)(C)C2
CHEMBL199670,,,9.2,,,,,,,,,,O=C(CCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL199748,,,8.0,,,,,,,,,,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2c1
CHEMBL199861,,,11.0,,,,,,,,,,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL199961,,,30.0,,,,,,,,,,CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2nccn2C)sc2c1CCC(C)(C)C2
CHEMBL2,,,,8.695,89.99979793970886,,0.040000000000000036,2.0,,,,,
CHEMBL20,,,0.08145,,,,,13.0,,,,,CC(=O)Nc1nnc(S(N)(=O)=O)s1
CHEMBL2000014,,,,7.94,89.99981108351997,,,,,,,,
CHEMBL200008,,,8.9,,,,,,,,,,COc1ccc2[nH]cc(CCNC(=O)CCCCCNc3c4c(nc5cccc(Cl)c35)CCCC4)c2c1
CHEMBL200381,,,0.1,,,,,,,,,,N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1
CHEMBL2010831,,,,,,,0.18989999999999996,,,,,,
CHEMBL2010836,,,,,,,0.08719999999999994,,,,,,
CHEMBL2011112,,,,,,,0.032099999999999906,,,,,,
CHEMBL2011120,,,,,,,0.29900000000000004,,,,,,
CHEMBL2011123,,,,,,,0.3339,,,,,,
CHEMBL2011440,,,,,,,0.0008000000000000229,,10.0,36.0,15.0,,
CHEMBL2011441,,,,3.0,89.99950000277776,,0.0012999999999999678,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2011895,,,,,,,0.11180000000000012,,,,,,
CHEMBL2011908,,,,,,,0.047699999999999965,,,,,,
CHEMBL2011910,,,,,,,0.0988,,,,,,
CHEMBL2011912,,,,,,,0.026800000000000046,,,,,,
CHEMBL2011917,,,,,,,0.014899999999999913,,,,,,
CHEMBL2011918,,,,,,,0.0383,,,,,,
CHEMBL2011920,,,,,,,0.2279000000000001,,,,,,
CHEMBL2011923,,,,,,,0.21209999999999996,,,,,,
CHEMBL2011924,,,,,,,0.019100000000000006,,,,,,
CHEMBL2011927,,,,,,,0.1341,,,,,,
CHEMBL2011928,,,,,,,0.0262,,,,,,
CHEMBL2011932,,,,,,,0.029300000000000104,,,,,,
CHEMBL2011934,,,,138.04,89.99998913358579,,0.0021999999999999797,,150.0,539.9999999999999,67.5,,
CHEMBL2011938,,,,,,,0.013000000000000012,,,,,,
CHEMBL2011942,,,,,,,0.21589999999999998,,,,,,
CHEMBL2012204,,,,,,,0.03280000000000005,,15.85,57.06,21.662870159453306,,
CHEMBL2016681,,,,5.75,89.99973913119092,,0.04090000000000005,,,,,,
CHEMBL2017259,,,,20.42,89.99992654266525,,0.2895,,6.31,22.716,10.08524240809803,,
CHEMBL2017291,,,,3.3150000000000004,89.99954728185891,,0.023400000000000087,,7.59,27.323999999999995,11.861434276784163,,
CHEMBL2017459,,,,3.0,89.99950000277776,,0.04180000000000006,,,,,,
CHEMBL2017974,,,,9.425,89.99970268282665,,,,,,,,
CHEMBL201799,,,,,,,,,18.0,64.80000000000001,23.82352941176471,,
CHEMBL201816,,,14.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(F)c2)c2ccc3c(c2)CN(C(=O)CC(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL2018953,,,,9.88,89.99984817839376,,0.1189,,24.0,86.39999999999999,29.18918918918919,,
CHEMBL2018954,,,,31.0,89.99995161292924,,0.0032999999999999696,,7.0,25.2,11.05263157894737,,
CHEMBL2018964,,,,81.5,89.99993730776683,,0.006599999999999939,,44.0,158.39999999999998,42.12765957446808,,
CHEMBL2018969,,,,32.5,89.9999512500278,,0.013299999999999979,,50.0,180.0,45.0,,
CHEMBL20210,,,,95.37,89.99997659058246,,0.16959999999999997,,104.71,376.956,60.91332169866201,,
CHEMBL2021696,,,,,,,0.04469999999999996,,,,,,
CHEMBL2021706,,,,23.99,89.99993747399091,,0.5115000000000001,,87.1,313.55999999999995,57.17724288840262,,
CHEMBL2021721,,,,,,,0.040000000000000036,,,,,,
CHEMBL2023265,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2023489,,,,23.44,89.99993600687144,,0.011099999999999999,,24.55,88.38000000000001,29.637826961770628,,
CHEMBL2023704,,,,,,,,,41.0,147.6,40.54945054945055,,
CHEMBL202478,,,5.0,,,,,,,,,,COc1cccc([C@@H](c2ccc3c(c2)CN(CC(=O)O)CC3)N2C[C@@H](C)N(Cc3ccccc3)C[C@@H]2C)c1
CHEMBL202557,,,30.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(F)c2)c2ccc3c(c2)CN(CCC(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL202578,,,1.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(O)c2)c2ccc3c(c2)CN(CC(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL202585,,,1.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(O)c2)c2ccc3c(c2)CN(C(=O)CC(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL202626,,,,16.22,89.99990752167332,,0.0262,,,,,,O=C(Nc1ccccc1F)NC1N=C(c2ccccc2)c2ccccc2NC1=O
CHEMBL202661,,,5.2,,,,,,,,,,O=C(CCCCCNc1c2c(nc3cccc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12
CHEMBL202668,,,6.15,,,,,,,,,,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H]1C(=O)CN(S(=O)(=O)c2ccccn2)CC[C@@H]1C
CHEMBL2028899,,,2.775e-07,,,,,,,,,,O=C(N[C@@H](Cc1ccccc1)C(=O)NCCC(O)(P(=O)(O)O)P(=O)(O)O)[C@@H]1CCCN1
CHEMBL2028900,,,4.925e-07,,,,,,,,,,O=C(N[C@@H](Cc1ccccc1)C(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)[C@@H]1CCCN1
CHEMBL2029721,,,,,,,0.03280000000000005,,,,,,
CHEMBL2029729,,,,,,,0.036599999999999966,,,,,,
CHEMBL2030393,,,,,,,0.050999999999999934,,,,,,
CHEMBL2030402,,,,,,,0.07200000000000006,,,,,,
CHEMBL2030560,,,,3.0,89.99950000277776,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL203059,,,,83.11,89.99994876083721,,,,12.59,45.324,18.103530915481706,,
CHEMBL2031221,,,,6.0,89.99975000069445,,,,14.0,50.4,19.6875,,
CHEMBL2031224,,,,,,,,,7.0,25.2,11.05263157894737,,
CHEMBL2031225,,,,,,,,,16.0,57.599999999999994,21.818181818181817,,
CHEMBL2031227,,,,,,,0.3187000000000001,,7.0,25.2,11.05263157894737,,
CHEMBL2031229,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2031233,,,,,,,,,4.0,14.399999999999999,6.666666666666665,,
CHEMBL2031235,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2031236,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2031237,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2031238,,,,3.0,89.99950000277776,,,,6.0,21.599999999999998,9.642857142857142,,
CHEMBL2031241,,,,,,,,,7.0,25.2,11.05263157894737,,
CHEMBL203125,,,,3.0,89.99950000277776,,,,3.02,10.872,5.126367408525085,,
CHEMBL2031464,,,,,,,,,5.0,18.0,8.181818181818182,,
CHEMBL2031466,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2031467,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2031556,,,,44.67,89.9999664204289,,,,,,,,
CHEMBL2031559,,,,17.38,89.9999136939838,,,,4.47,16.092,7.38571690838994,,
CHEMBL2031561,,,,29.51,89.99994916980167,,,,,,,,
CHEMBL2031562,,,,23.44,89.99993600687144,,0.02190000000000003,,,,,,
CHEMBL2031563,,,,67.61,89.99997781393832,,,,,,,,
CHEMBL203290,,,28.6,,,,,,,,,,CN(C(=O)COc1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL2035017,,,,80.7,89.99993933267987,,,,,,,,
CHEMBL2035019,,,,78.88,89.9998983507236,,,,,,,,
CHEMBL2035021,,,,84.1,89.99995379124708,,,,,,,,
CHEMBL2035022,,,,3.72,89.9995967760001,,,,,,,,
CHEMBL2035024,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2035025,,,,9.61,89.99970376222555,,,,,,,,
CHEMBL2035029,,,,150.0,89.9999900000011,,,,,,,,
CHEMBL2035031,,,,19.5,89.99992307698882,,,,,,,,
CHEMBL2035032,,,,10.23,89.9998533726729,,,,,,,,
CHEMBL2035033,,,,79.56,89.99991276330873,,,,,,,,
CHEMBL2035035,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2035037,,,,3.31,89.99954683007638,,,,,,,,
CHEMBL2035040,,,,4.0649999999999995,89.99960380303345,,,,,,,,
CHEMBL203535,,,29.9,,,,,,,,,,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1
CHEMBL203567,,,,3.0,89.99950000277776,,,,3.0,10.799999999999999,5.094339622641509,,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1
CHEMBL203665,,,4.7,,,,,,,,,,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1CC[C@@H](C)N(S(=O)(=O)c2ccccn2)CC1=O
CHEMBL2036958,,,,22.83,89.99973242052374,,0.014899999999999913,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL203991,,,38.7,,,,,,,,,,CCN(C(=O)c1ccc(C#N)cc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL204021,,,0.1,,,,,,,,,,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2
CHEMBL204109,,,52.0,,,,,,,,,,CC(C)C(=O)N(CCO)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL204136,,,3.0,,,,,,,,,,C[C@@H]1CN([C@H](c2ccc(-c3ccccc3C(=O)O)cc2)c2cccc(O)c2)[C@@H](C)CN1Cc1ccccc1
CHEMBL2041980,,,,4.79,89.99968684868875,,0.1934999999999999,,6.17,22.212,9.886060174470359,,
CHEMBL2042018,,,,,,,0.18989999999999996,,,,,,
CHEMBL204416,,,8.89,,,,,,,,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CCCCC4)cc3F)cc12
CHEMBL204480,,,1.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(O)c2)c2ccc3c(c2)CN(CCC(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL2046990,,,,123.03,89.9999878078534,,,,39.81,143.316,39.89422113350406,,
CHEMBL204716,,,1.0,,,,,,,,,,C[C@@H]1CN([C@@H](c2cccc(O)c2)c2ccc3c(c2)CN(C(=O)C(=O)O)CC3)[C@@H](C)CN1Cc1ccccc1
CHEMBL204825,,,,,,,0.4145,,,,,,
CHEMBL2048500,,,,,,,0.17610000000000003,,,,,,
CHEMBL2048863,,,,,,,0.023400000000000087,,,,,,
CHEMBL2048864,,,,,,,0.07840000000000003,,,,,,
CHEMBL2048865,,,,5.13,89.99970760328914,,,,,,,,
CHEMBL2048866,,,,,,,0.022399999999999975,,,,,,
CHEMBL2048868,,,,,,,0.08360000000000001,,,,,,
CHEMBL2048869,,,,,,,0.052099999999999924,,,,,,
CHEMBL2048870,,,,,,,0.011900000000000022,,,,,,
CHEMBL2048873,,,,8.91,89.99983165014655,,,,8.51,30.635999999999996,13.09007007349171,,
CHEMBL204994,,,3.48,,,,,,,,,,CNCc1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1
CHEMBL205078,,,,82.395,89.99994429011855,,,,6.03,21.708000000000002,9.685882562912727,,
CHEMBL205092,,,,,,,0.3137000000000001,,,,,,
CHEMBL205133,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL205172,,,5.25,,,,,,,,,,CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@H]1C[C@H](C)CN(S(=O)(=O)c2ccccn2)CC1=O
CHEMBL2051955,,,,,,,,1.1,,,,,
CHEMBL2051956,,,,,,,,22.0,,,,,
CHEMBL205245,,,,,,,0.08900000000000008,,,,,,
CHEMBL205288,,,4.64,,,,,,,,,,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4CN4CC[C@H](N)C4)cc3F)cc12
CHEMBL205383,,,0.25,,,,,,,,,,C[N+](C)(C)Cc1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.[Br-]
CHEMBL205462,,,49.7,,,,,,,,,,CCN(CCCCO)C(=O)N(CC)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL205526,,,,,,,0.0009999999999998899,,33.0,118.79999999999998,35.78313253012048,,
CHEMBL205653,,,2.32,,,,,,,,,,CN1CCN(Cc2ccccc2-c2ccc(NC(=O)c3cc(C(F)(F)F)nn3-c3ccc4onc(N)c4c3)c(F)c2)CC1
CHEMBL2057336,,,,,,,0.052099999999999924,,,,,,
CHEMBL2057371,,,,3.895,89.99959342573325,,0.3288,,5.0,18.0,8.181818181818182,,
CHEMBL2057372,,,,4.195,89.99962876264965,,0.4598,,5.0,18.0,8.181818181818182,,
CHEMBL205742,,,,,,,0.3545999999999999,,39.0,140.39999999999998,39.43820224719101,,
CHEMBL205798,,,3.0,,,,,,,,,,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1
CHEMBL205807,,,,,,,0.08540000000000003,,107.0,385.2,61.33757961783439,,
CHEMBL2058280,,,,,,,0.06900000000000006,,,,,,
CHEMBL2058529,,,,17.59,89.99991057275334,,0.0020000000000000018,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2058631,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2059195,,,,,,,0.02190000000000003,,,,,,
CHEMBL2059196,,,,,,,0.11650000000000005,,,,,,
CHEMBL2059197,,,,,,,0.07680000000000009,,,,,,
CHEMBL2059198,,,,,,,0.2279000000000001,,,,,,
CHEMBL205931,,,68.2,,,,,,,,,,CCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL2059374,,,,,,,0.45409999999999995,,,,,,
CHEMBL2059375,,,,,,,0.3599,,,,,,
CHEMBL2059376,,,,,,,0.1481,,,,,,
CHEMBL2059377,,,,,,,0.08900000000000008,,,,,,
CHEMBL2059378,,,,,,,0.04370000000000007,,,,,,
CHEMBL2059859,,,,10.23,89.9998533726729,,,,,,,,
CHEMBL2059860,,,,,,,0.050999999999999934,,,,,,
CHEMBL2059861,,,,,,,0.050999999999999934,,,,,,
CHEMBL2059862,,,,,,,0.02190000000000003,,,,,,
CHEMBL2059863,,,,,,,0.011900000000000022,,,,,,
CHEMBL2059865,,,,,,,0.05940000000000001,,,,,,
CHEMBL2059866,,,,,,,0.0948,,,,,,
CHEMBL2059867,,,,,,,0.032099999999999906,,,,,,
CHEMBL2059868,,,,,,,0.06330000000000002,,,,,,
CHEMBL2059869,,,,,,,0.05559999999999998,,,,,,
CHEMBL2059870,,,,,,,0.017900000000000027,,,,,,
CHEMBL2059872,,,,,,,0.03280000000000005,,,,,,
CHEMBL2059875,,,,,,,0.011099999999999999,,,,,,
CHEMBL2059876,,,,,,,0.017900000000000027,,,,,,
CHEMBL2059909,,,,20.0,89.9999250000625,,0.37060000000000004,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2059910,,,,3.0,89.99950000277776,,0.3545999999999999,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL206025,,,,,,,,5.2,,,,,
CHEMBL206200,,,,,,,0.20829999999999993,,5.5,19.799999999999997,8.918918918918918,,
CHEMBL206201,,,0.4,,,,,,,,,,O=C(O)CN(C(=O)CCc1ccccc1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL206229,,,,,,,,,6.67,24.011999999999997,10.592906299629433,,
CHEMBL2062555,,,,,,,0.048799999999999955,,,,,,
CHEMBL2062556,,,,,,,0.049899999999999944,,,,,,
CHEMBL2062557,,,,,,,0.0676000000000001,,,,,,
CHEMBL2062558,,,,,,,0.054400000000000004,,,,,,
CHEMBL2062559,,,,,,,0.015999999999999903,,,,,,
CHEMBL2062561,,,,,,,0.017900000000000027,,,,,,
CHEMBL2062563,,,,,,,0.013900000000000023,,,,,,
CHEMBL2062564,,,,,,,0.019100000000000006,,,,,,
CHEMBL2062565,,,,,,,0.02510000000000001,,,,,,
CHEMBL2062566,,,,,,,0.02510000000000001,,,,,,
CHEMBL2062567,,,,,,,0.07519999999999993,,,,,,
CHEMBL2062568,,,,,,,0.0262,,,,,,
CHEMBL2062569,,,,,,,0.02090000000000003,,,,,,
CHEMBL2062570,,,,42.66,89.99996483826972,,0.01629999999999998,,,,,,
CHEMBL2062571,,,,21.88,89.99993144429354,,0.12379999999999991,,,,,,
CHEMBL2062572,,,,,,,0.04090000000000005,,,,,,
CHEMBL2062573,,,,,,,0.11180000000000012,,,,,,
CHEMBL2062574,,,,,,,0.05559999999999998,,,,,,
CHEMBL2062575,,,,,,,0.10089999999999999,,,,,,
CHEMBL2062576,,,,,,,0.0676000000000001,,,,,,
CHEMBL2062577,,,,,,,0.02510000000000001,,,,,,
CHEMBL2062578,,,,,,,0.019100000000000006,,,,,,
CHEMBL2062579,,,,,,,0.017900000000000027,,,,,,
CHEMBL2062580,,,,,,,0.013599999999999945,,,,,,
CHEMBL2062582,,,,,,,0.017900000000000027,,,,,,
CHEMBL2062583,,,,12.3,89.99987804894573,,0.011900000000000022,,,,,,
CHEMBL2062584,,,,,,,0.015999999999999903,,,,,,
CHEMBL2062774,,,,18.82,89.99988233416744,,0.0013999999999999568,,30.2,108.71999999999998,33.890274314214466,,
CHEMBL206335,,,5.56,,,,,,,,,,CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1
CHEMBL2064327,,,,,,,0.011900000000000022,,,,,,
CHEMBL206467,,,33.0,,,,,,,,,,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2cccnc2)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C
CHEMBL206562,,,32.9,,,,,,,,,,COC(=O)CCCCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL206756,,,1.7,,,,,,,,,,O=C(O)CCCCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL2068817,,,,,,,0.06900000000000006,,,,,,
CHEMBL2069403,,,,,,,0.04180000000000006,,,,,,
CHEMBL2069411,,,,,,,0.03739999999999999,,,,,,
CHEMBL2069413,,,,,,,0.04090000000000005,,,,,,
CHEMBL2069422,,,,,,,0.013299999999999979,,,,,,
CHEMBL2069423,,,,,,,0.036599999999999966,,,,,,
CHEMBL2069623,,,,150.0,89.9999900000011,,0.047699999999999965,,46.77,168.372,43.49798491267955,,
CHEMBL2070117,,,,,,,0.048799999999999955,,,,,,
CHEMBL207012,,,12.8,,,,,,,,,,NC(=O)c1sc2ncccc2c1N
CHEMBL2070121,,,,,,,0.3390000000000001,,,,,,
CHEMBL2070125,,,,,,,0.06059999999999999,,,,,,
CHEMBL2070137,,,,24.55,89.99993890024514,,0.0010999999999999899,,14.45,52.019999999999996,20.178432893716057,,
CHEMBL2070241,,,,,,,0.7291000000000001,,,,,,
CHEMBL207028,,,9.3,,,,,,,,,,NC(=O)c1sc(-c2ccccc2)cc1N
CHEMBL207071,,,19.3,,,,,,,,,,NC(=O)c1sc(-c2ccc(F)cc2)cc1N
CHEMBL2070938,,,,36.31,89.99995868908535,,,,6.92,24.912,10.941672522839072,,
CHEMBL2070942,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,
CHEMBL2070946,,,,5.25,89.99971428662131,,,,6.76,24.336,10.718816067653275,,
CHEMBL2070947,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2070950,,,,5.755000000000001,89.9997334751344,,,,17.78,64.008,23.608734139864264,,
CHEMBL2070951,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2071097,,,,3.0,89.99950000277776,,,,,,,,
CHEMBL2071491,,,,,,,0.04180000000000006,,,,,,
CHEMBL2071493,,,,,,,0.049899999999999944,,,,,,
CHEMBL2071498,,,,,,,0.0928,,,,,,
CHEMBL2071507,,,,,,,0.0262,,,,,,
CHEMBL2071592,,,,,,,0.005999999999999894,,,,,,
CHEMBL2071601,,,,,,,0.011900000000000022,,,,,,
CHEMBL2071614,,,,4.79,89.99968684868875,,0.07200000000000006,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL207197,,,,,,,,2.5,,,,,
CHEMBL207584,,,13.0,,,,,,,,,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O
CHEMBL207687,,,13.0,,,,,,,,,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O
CHEMBL207881,,,599.0,,,,,,,,,,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1
CHEMBL207987,,,6.4,,,,,,,,,,NC(=O)c1nc(-c2ccccc2)oc1N
CHEMBL208114,,,0.2,,,,,,,,,,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+]
CHEMBL208118,,,13.0,,,,,,,,,,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O
CHEMBL208487,,,,,,,,,27.0,97.2,31.558441558441558,,
CHEMBL208604,,,0.1,,,,,,,,,,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2Cl)S(=O)(=O)[N-]1.[Na+]
CHEMBL2086472,,,,20.51,89.99973027493778,,,,,,,,
CHEMBL2086477,,,,31.63,89.99995255141894,,,,,,,,
CHEMBL2086478,,,,54.239999999999995,89.99995630972325,,,,,,,,
CHEMBL2086675,,,,,,,0.009700000000000042,,,,,,
CHEMBL2087361,,,,12.715,89.99975445553301,,,,,,,,
CHEMBL2087421,,,,,,,0.5799000000000001,,,,,,
CHEMBL2087433,,,,,,,0.4827,,,,,,
CHEMBL208825,,,,,,,0.16000000000000003,,,,,,
CHEMBL2088393,,,,,,,0.050999999999999934,,,,,,
CHEMBL2088413,,,,96.33,89.9999774191354,,0.029300000000000104,,,,,,
CHEMBL2088414,,,,24.55,89.99993890024514,,0.006900000000000017,,,,,,
CHEMBL2088415,,,,15.49,89.99990316343538,,0.0026999999999999247,,,,,,
CHEMBL2089276,,,,52.48,89.99997141769201,,,,,,,,
CHEMBL2089277,,,,8.13,89.99981549853321,,,,,,,,
CHEMBL2089280,,,,19.5,89.99992307698882,,,,,,,,
CHEMBL2089383,,,,26.689999999999998,89.99991245655707,,,,,,,,
CHEMBL208943,,,,,,,0.06610000000000005,,,,,,
CHEMBL20921,,,,,,,0.2619,,59.0,212.4,48.71559633027523,,
CHEMBL2092739,,,,,,,,5.7,,,,,
CHEMBL2094588,,,,,,,0.3390000000000001,,4.0,14.399999999999999,6.666666666666665,,
CHEMBL209573,,,,,,,,,,,,4.0,COc1ccc(N2CC=C(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCC(C)CC1
CHEMBL209689,,,,,,,0.004899999999999904,,5.0,18.0,8.181818181818182,,Cc1ccc2c(c1)c(-c1ccnc3c(C)cccc13)c(C)n2CC(=O)O
CHEMBL2097971,,,,150.0,89.9999900000011,,,,138.04,496.94399999999996,66.06892150606254,,
CHEMBL2098096,,,,51.29,89.99997075454255,,,,125.89,453.20400000000006,64.41582807436467,,
CHEMBL2098183,,,,120.23,89.99998752391423,,0.009899999999999909,,150.0,539.9999999999999,67.5,,
CHEMBL2098332,,,,150.0,89.9999900000011,,,,123.03,442.90799999999996,63.99294919956077,,
CHEMBL209918,,,1.0,,,,,,,,,,O=[N+]([O-])c1ccccc1-c1nc2ccccc2[nH]1
CHEMBL2103764,,,,,,,,2.1,,,,,
CHEMBL2103780,,,,,,,,8.6,,,,,
CHEMBL2103828,,,,,,,0.0041999999999999815,,,,,,
CHEMBL2103840,,,,150.0,89.9999900000011,,0.0988,,150.0,539.9999999999999,67.5,,
CHEMBL2103846,,,,150.0,89.9999900000011,,0.004899999999999904,,,,,,
CHEMBL2103856,,,,,,,0.0020999999999999908,,,,,,
CHEMBL2103875,,,,,,,0.009500000000000064,,,,,,
CHEMBL2103876,,,,50.12,89.99997007183757,,,,150.0,539.9999999999999,67.5,,
CHEMBL2105659,,,,50.12,89.99997007183757,,,,,,,,
CHEMBL2105717,,,,4.96,89.99965171300761,,,,,,,,
CHEMBL210597,,,0.21000000000000002,,,,,,,,,,O=C(O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)c(Cl)c(Cl)c1O
CHEMBL210730,,,,150.0,89.9999900000011,,,,64.0,230.39999999999998,50.52631578947368,,
CHEMBL2107366,,,,25.7,89.9999416342791,,0.16959999999999997,,24.55,88.38000000000001,29.637826961770628,,
CHEMBL2107486,,,,150.0,89.9999900000011,,,,150.0,539.9999999999999,67.5,,
CHEMBL2107729,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL2107834,,,,,,,0.08540000000000003,,,,,,
CHEMBL210836,,,0.4,,,,,,,,,,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)[N-]1.[Na+]
CHEMBL210884,,,,,,,0.10510000000000008,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL210887,,,,85.11,89.99998237575248,,0.08010000000000006,,112.2,403.91999999999996,62.25647348951911,,
CHEMBL210952,,,,,,,,4.7,,,,,
CHEMBL2110372,,,1.2,,,,,,,,,,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
CHEMBL2110569,,,,,,,0.20079999999999998,,,,,,
CHEMBL2110579,,,,8.91,89.99983165014655,,,,,,,,
CHEMBL2110732,,,,6.385,89.99967323591082,,0.017900000000000027,,,,,,
CHEMBL2111112,,,,6.46,89.99976780245665,,0.6294,,,,,,
CHEMBL211175,,,,,,,,,18.0,64.80000000000001,23.82352941176471,,
